9.997467651e+02;-7.906517029e+01
9.997957764e+02;-8.968444824e+01
9.998446655e+02;-8.212470245e+01
9.998936768e+02;-7.569929504e+01
9.999426270e+02;-8.190262604e+01
9.999916382e+02;-7.509515381e+01
1.000040588e+03;-7.877699280e+01
1.000089661e+03;-8.201918793e+01
1.000138611e+03;-7.528388214e+01
1.000187622e+03;-7.913876343e+01
1.000236572e+03;-7.268849182e+01
1.000285645e+03;-7.533605194e+01
1.000334656e+03;-7.196554565e+01
1.000383728e+03;-7.277711487e+01
1.000432800e+03;-7.491957855e+01
1.000481750e+03;-7.262055969e+01
1.000530823e+03;-7.301380920e+01
1.000579834e+03;-7.821192932e+01
1.000628906e+03;-7.542902374e+01
1.000677917e+03;-7.390439606e+01
1.000727051e+03;-7.407781982e+01
1.000776062e+03;-8.017692566e+01
1.000825134e+03;-7.607790375e+01
1.000874207e+03;-7.939066315e+01
1.000923279e+03;-8.861243439e+01
1.000972351e+03;-7.865298462e+01
1.001021484e+03;-7.622351074e+01
1.001070496e+03;-7.491939545e+01
1.001119629e+03;-7.366159058e+01
1.001168701e+03;-7.402880859e+01
1.001217834e+03;-7.384422302e+01
1.001266907e+03;-7.721749878e+01
1.001316101e+03;-7.969653320e+01
1.001365173e+03;-7.621728516e+01
1.001414307e+03;-7.688174438e+01
1.001463501e+03;-7.596730804e+01
1.001512573e+03;-7.367860413e+01
1.001561768e+03;-7.997466278e+01
1.001610840e+03;-7.490400696e+01
1.001660034e+03;-7.309248352e+01
1.001709167e+03;-7.279544830e+01
1.001758362e+03;-7.879938507e+01
1.001807495e+03;-7.978607941e+01
1.001856689e+03;-7.542363739e+01
1.001905823e+03;-7.619004822e+01
1.001955017e+03;-7.751645660e+01
1.002004150e+03;-7.520059967e+01
1.002053406e+03;-7.792085266e+01
1.002102539e+03;-7.445249176e+01
1.002151794e+03;-7.973715210e+01
1.002200928e+03;-8.089145660e+01
1.002250183e+03;-7.977209473e+01
1.002299377e+03;-7.569921112e+01
1.002348633e+03;-8.208561707e+01
1.002397766e+03;-7.416333008e+01
1.002447083e+03;-8.142063141e+01
1.002496338e+03;-7.713082886e+01
1.002545532e+03;-7.546065521e+01
1.002594788e+03;-7.322647858e+01
1.002643982e+03;-7.696655273e+01
1.002693298e+03;-7.498139954e+01
1.002742493e+03;-7.487550354e+01
1.002791809e+03;-8.083666992e+01
1.002841003e+03;-7.635254669e+01
1.002890320e+03;-7.377869415e+01
1.002939575e+03;-7.672497559e+01
1.002988892e+03;-7.628105927e+01
1.003038147e+03;-7.266867828e+01
1.003087463e+03;-7.543562317e+01
1.003136719e+03;-7.887258911e+01
1.003186035e+03;-7.538227844e+01
1.003235291e+03;-7.379960632e+01
1.003284668e+03;-7.410491180e+01
1.003333923e+03;-7.459600830e+01
1.003383301e+03;-7.574462891e+01
1.003432556e+03;-7.543957520e+01
1.003481934e+03;-7.606400299e+01
1.003531311e+03;-7.682176971e+01
1.003580627e+03;-7.532727051e+01
1.003630005e+03;-7.751218414e+01
1.003679260e+03;-7.761746216e+01
1.003728699e+03;-7.575300598e+01
1.003778015e+03;-7.387923431e+01
1.003827393e+03;-7.570576477e+01
1.003876709e+03;-7.712989807e+01
1.003926147e+03;-7.729546356e+01
1.003975464e+03;-7.547367859e+01
1.004024902e+03;-8.033886719e+01
1.004074219e+03;-8.273722839e+01
1.004123657e+03;-7.783267212e+01
1.004172974e+03;-7.741760254e+01
1.004222473e+03;-7.575457764e+01
1.004271790e+03;-8.077052307e+01
1.004321289e+03;-8.116977692e+01
1.004370605e+03;-7.587921906e+01
1.004420105e+03;-7.488129425e+01
1.004469482e+03;-7.586209106e+01
1.004518921e+03;-7.606637573e+01
1.004568298e+03;-7.552453613e+01
1.004617798e+03;-7.463534546e+01
1.004667297e+03;-8.715328217e+01
1.004716675e+03;-7.762863922e+01
1.004766235e+03;-7.524659729e+01
1.004815613e+03;-7.421704102e+01
1.004865112e+03;-7.855729675e+01
1.004914551e+03;-7.625971985e+01
1.004964050e+03;-7.729277039e+01
1.005013489e+03;-7.641559601e+01
1.005063049e+03;-7.878573608e+01
1.005112488e+03;-8.446484375e+01
1.005161987e+03;-7.636272430e+01
1.005211426e+03;-7.468779755e+01
1.005260986e+03;-7.372950745e+01
1.005310425e+03;-7.805766296e+01
1.005359985e+03;-7.736263275e+01
1.005409485e+03;-7.867126465e+01
1.005459045e+03;-7.516061401e+01
1.005508545e+03;-7.836344910e+01
1.005558105e+03;-7.805342102e+01
1.005607605e+03;-7.772450256e+01
1.005657166e+03;-7.690081787e+01
1.005706787e+03;-7.679328156e+01
1.005756287e+03;-7.519554901e+01
1.005805847e+03;-7.638249969e+01
1.005855408e+03;-7.425012207e+01
1.005905029e+03;-7.332346344e+01
1.005954529e+03;-7.677085876e+01
1.006004150e+03;-8.062776184e+01
1.006053650e+03;-7.964213562e+01
1.006103333e+03;-7.609832764e+01
1.006152832e+03;-7.404965973e+01
1.006202515e+03;-7.473828888e+01
1.006252014e+03;-7.368178558e+01
1.006301697e+03;-7.779595184e+01
1.006351257e+03;-8.864695740e+01
1.006400940e+03;-8.036544800e+01
1.006450500e+03;-7.522633362e+01
1.006500183e+03;-8.052841187e+01
1.006549744e+03;-7.578477478e+01
1.006599426e+03;-7.557411957e+01
1.006648987e+03;-7.790741730e+01
1.006698669e+03;-7.732502747e+01
1.006748413e+03;-7.843743896e+01
1.006797974e+03;-7.885449982e+01
1.006847717e+03;-7.849255371e+01
1.006897339e+03;-7.524922180e+01
1.006947021e+03;-7.947836304e+01
1.006996643e+03;-7.553058624e+01
1.007046387e+03;-8.075263214e+01
1.007096008e+03;-8.300934601e+01
1.007145752e+03;-7.708674622e+01
1.007195374e+03;-7.695726013e+01
1.007245117e+03;-7.557178497e+01
1.007294800e+03;-7.800549316e+01
1.007344543e+03;-7.505603790e+01
1.007394226e+03;-7.644176483e+01
1.007443970e+03;-7.940269470e+01
1.007493652e+03;-7.807154846e+01
1.007543396e+03;-7.950398254e+01
1.007593079e+03;-7.393559265e+01
1.007642883e+03;-8.032891846e+01
1.007692566e+03;-8.181224823e+01
1.007742371e+03;-7.650183868e+01
1.007792175e+03;-7.479705048e+01
1.007841858e+03;-7.595780945e+01
1.007891663e+03;-7.969735718e+01
1.007941406e+03;-7.507066345e+01
1.007991211e+03;-8.041054535e+01
1.008040955e+03;-7.853336334e+01
1.008090759e+03;-7.989736938e+01
1.008140503e+03;-7.555147552e+01
1.008190369e+03;-8.007500458e+01
1.008240112e+03;-7.388827515e+01
1.008289917e+03;-7.397898865e+01
1.008339722e+03;-7.521508026e+01
1.008389587e+03;-7.639173889e+01
1.008439331e+03;-7.646398926e+01
1.008489197e+03;-7.892225647e+01
1.008538940e+03;-7.952265167e+01
1.008588867e+03;-7.610001373e+01
1.008638611e+03;-7.594533539e+01
1.008688538e+03;-7.486181641e+01
1.008738342e+03;-7.647912598e+01
1.008788208e+03;-7.457408142e+01
1.008838013e+03;-7.518904877e+01
1.008887939e+03;-7.549693298e+01
1.008937866e+03;-7.574736023e+01
1.008987671e+03;-7.608968353e+01
1.009037598e+03;-7.424557495e+01
1.009087402e+03;-7.433383942e+01
1.009137329e+03;-7.294463348e+01
1.009187195e+03;-7.233435822e+01
1.009237122e+03;-7.698651886e+01
1.009286987e+03;-7.411244202e+01
1.009336914e+03;-7.534973907e+01
1.009386780e+03;-7.449774933e+01
1.009436768e+03;-8.083419037e+01
1.009486633e+03;-7.499723816e+01
1.009536560e+03;-7.795218658e+01
1.009586487e+03;-7.801613617e+01
1.009636475e+03;-7.691902161e+01
1.009686340e+03;-7.839379883e+01
1.009736328e+03;-7.842747498e+01
1.009786255e+03;-7.331872559e+01
1.009836243e+03;-7.732824707e+01
1.009886108e+03;-7.981060791e+01
1.009936157e+03;-7.528600311e+01
1.009986145e+03;-8.303330994e+01
1.010036072e+03;-7.583970642e+01
1.010086121e+03;-7.727561951e+01
1.010136047e+03;-7.757589722e+01
1.010186096e+03;-7.970500183e+01
1.010236023e+03;-7.972250366e+01
1.010286072e+03;-8.282936859e+01
1.010335999e+03;-7.492797089e+01
1.010386108e+03;-7.622113037e+01
1.010436035e+03;-7.801935577e+01
1.010486084e+03;-7.705740356e+01
1.010536072e+03;-7.348880005e+01
1.010586182e+03;-8.257248688e+01
1.010636169e+03;-7.921093750e+01
1.010686218e+03;-7.447867584e+01
1.010736206e+03;-7.487438965e+01
1.010786316e+03;-7.535261536e+01
1.010836304e+03;-7.807644653e+01
1.010886414e+03;-7.604373169e+01
1.010936462e+03;-7.409785461e+01
1.010986572e+03;-7.627734375e+01
1.011036682e+03;-7.649044800e+01
1.011086670e+03;-7.770582581e+01
1.011136841e+03;-8.172689819e+01
1.011186890e+03;-8.312744141e+01
1.011237000e+03;-7.381536865e+01
1.011287048e+03;-7.750467682e+01
1.011337219e+03;-7.879383850e+01
1.011387268e+03;-7.871601105e+01
1.011437439e+03;-8.172638702e+01
1.011487488e+03;-7.632653809e+01
1.011537659e+03;-7.509223938e+01
1.011587708e+03;-7.900974274e+01
1.011637939e+03;-7.509379578e+01
1.011687988e+03;-7.537392426e+01
1.011738220e+03;-7.602591705e+01
1.011788269e+03;-7.713754272e+01
1.011838501e+03;-7.478805542e+01
1.011888611e+03;-7.881304932e+01
1.011938782e+03;-7.844691467e+01
1.011988892e+03;-7.531947327e+01
1.012039124e+03;-7.604067230e+01
1.012089355e+03;-7.346496582e+01
1.012139465e+03;-7.312102509e+01
1.012189758e+03;-7.556463623e+01
1.012239868e+03;-7.553297424e+01
1.012290100e+03;-8.550792694e+01
1.012340271e+03;-7.726578522e+01
1.012390503e+03;-7.302031708e+01
1.012440674e+03;-7.486620331e+01
1.012490967e+03;-7.697925568e+01
1.012541138e+03;-7.920790100e+01
1.012591370e+03;-7.765069580e+01
1.012641602e+03;-7.906118774e+01
1.012691833e+03;-7.278120422e+01
1.012742065e+03;-7.873164368e+01
1.012792358e+03;-7.776883698e+01
1.012842529e+03;-7.941091919e+01
1.012892822e+03;-8.968016052e+01
1.012943054e+03;-7.798442078e+01
1.012993408e+03;-7.537292480e+01
1.013043579e+03;-7.305279541e+01
1.013093933e+03;-7.918946838e+01
1.013144226e+03;-7.995978546e+01
1.013194519e+03;-7.647739410e+01
1.013244812e+03;-7.505514526e+01
1.013295044e+03;-7.627319336e+01
1.013345398e+03;-8.164417267e+01
1.013395691e+03;-7.709336090e+01
1.013446045e+03;-7.392786407e+01
1.013496277e+03;-7.375555420e+01
1.013546692e+03;-7.343070221e+01
1.013596924e+03;-7.985841370e+01
1.013647339e+03;-7.536007690e+01
1.013697632e+03;-7.307985687e+01
1.013747986e+03;-7.839502716e+01
1.013798279e+03;-7.695037079e+01
1.013848694e+03;-7.794366455e+01
1.013898987e+03;-7.405950928e+01
1.013949402e+03;-7.269989777e+01
1.013999756e+03;-7.548065186e+01
1.014050171e+03;-7.661283875e+01
1.014100464e+03;-7.500033569e+01
1.014150879e+03;-7.750646973e+01
1.014201233e+03;-7.640624237e+01
1.014251709e+03;-7.681321716e+01
1.014302124e+03;-7.823560333e+01
1.014352478e+03;-7.679199219e+01
1.014402954e+03;-7.768408966e+01
1.014453308e+03;-7.929965973e+01
1.014503784e+03;-7.792990112e+01
1.014554138e+03;-8.170707703e+01
1.014604614e+03;-7.620055389e+01
1.014654968e+03;-7.619296265e+01
1.014705444e+03;-7.609464264e+01
1.014755859e+03;-7.602610779e+01
1.014806335e+03;-7.704589081e+01
1.014856750e+03;-7.596784973e+01
1.014907288e+03;-7.651808167e+01
1.014957703e+03;-7.675561523e+01
1.015008179e+03;-8.111509705e+01
1.015058594e+03;-7.416474915e+01
1.015109131e+03;-7.372557831e+01
1.015159546e+03;-7.844175720e+01
1.015210083e+03;-7.709040833e+01
1.015260559e+03;-8.246539307e+01
1.015311096e+03;-7.679094696e+01
1.015361633e+03;-8.741100311e+01
1.015412109e+03;-7.493939209e+01
1.015462646e+03;-7.483013916e+01
1.015513123e+03;-7.950294495e+01
1.015563721e+03;-7.691403961e+01
1.015614136e+03;-7.485344696e+01
1.015664734e+03;-7.654692078e+01
1.015715210e+03;-7.745417023e+01
1.015765808e+03;-7.742167664e+01
1.015816345e+03;-7.617562866e+01
1.015866943e+03;-7.561858368e+01
1.015917419e+03;-7.793698883e+01
1.015968018e+03;-7.590223694e+01
1.016018555e+03;-8.238526917e+01
1.016069153e+03;-7.778668976e+01
1.016119690e+03;-7.510037231e+01
1.016170349e+03;-7.735350037e+01
1.016220886e+03;-7.387654114e+01
1.016271484e+03;-7.264994812e+01
1.016322083e+03;-7.366760254e+01
1.016372681e+03;-7.576755524e+01
1.016423340e+03;-7.480315399e+01
1.016473938e+03;-7.649996948e+01
1.016524597e+03;-7.761226654e+01
1.016575134e+03;-7.995173645e+01
1.016625854e+03;-7.645255280e+01
1.016676392e+03;-7.558946228e+01
1.016727112e+03;-7.406551361e+01
1.016777710e+03;-7.599183655e+01
1.016828369e+03;-7.539719391e+01
1.016878967e+03;-7.445187378e+01
1.016929688e+03;-7.878106689e+01
1.016980286e+03;-7.713360596e+01
1.017031006e+03;-7.709987640e+01
1.017081665e+03;-8.016564178e+01
1.017132385e+03;-7.668953705e+01
1.017182983e+03;-7.248844147e+01
1.017233765e+03;-7.672030640e+01
1.017284363e+03;-7.944498444e+01
1.017335144e+03;-7.739628601e+01
1.017385803e+03;-8.915182495e+01
1.017436523e+03;-7.862368011e+01
1.017487305e+03;-7.431244659e+01
1.017537964e+03;-7.868229675e+01
1.017588745e+03;-7.555135345e+01
1.017639404e+03;-7.355416870e+01
1.017690186e+03;-7.280635834e+01
1.017740906e+03;-7.982131195e+01
1.017791687e+03;-7.695241547e+01
1.017842407e+03;-8.051415253e+01
1.017893188e+03;-7.593409729e+01
1.017943909e+03;-7.981396484e+01
1.017994690e+03;-7.609729767e+01
1.018045410e+03;-7.749497986e+01
1.018096252e+03;-7.780829620e+01
1.018146973e+03;-7.618317413e+01
1.018197815e+03;-7.388098907e+01
1.018248535e+03;-7.665142822e+01
1.018299377e+03;-7.767859650e+01
1.018350159e+03;-7.969210815e+01
1.018401001e+03;-7.359371185e+01
1.018451782e+03;-7.620564270e+01
1.018502625e+03;-7.785501862e+01
1.018553406e+03;-7.439392090e+01
1.018604248e+03;-8.128341675e+01
1.018655151e+03;-7.438298798e+01
1.018705933e+03;-7.224423218e+01
1.018756836e+03;-7.575198364e+01
1.018807617e+03;-7.512474823e+01
1.018858521e+03;-7.502737427e+01
1.018909302e+03;-7.759098816e+01
1.018960205e+03;-7.522498322e+01
1.019011047e+03;-7.603874969e+01
1.019061951e+03;-7.548689270e+01
1.019112793e+03;-7.562380981e+01
1.019163696e+03;-7.546793365e+01
1.019214539e+03;-7.613714600e+01
1.019265503e+03;-7.830475616e+01
1.019316345e+03;-8.080184937e+01
1.019367249e+03;-7.822096252e+01
1.019418152e+03;-7.601584625e+01
1.019469116e+03;-7.555434418e+01
1.019519958e+03;-8.284255219e+01
1.019570923e+03;-8.122257233e+01
1.019621826e+03;-7.395854950e+01
1.019672791e+03;-7.590879059e+01
1.019723755e+03;-7.569666290e+01
